Crime Description,City,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Severity Score
DOMESTIC VIOLENCE,Kolkata,66,F,Explosives,Violent Crime,1,Yes,8
ASSAULT,Kolkata,69,F,Explosives,Violent Crime,7,Yes,8
VEHICLE - STOLEN,Bhopal,24,F,Explosives,Violent Crime,3,Yes,5
TRAFFIC VIOLATION,Surat,69,F,Unknown,Traffic Fatality,14,Yes,2
FIREARM OFFENSE,Lucknow,31,M,Firearm,Fire Accident,7,No,8
VEHICLE - STOLEN,Chennai,12,M,Explosives,Violent Crime,11,Yes,5
ILLEGAL POSSESSION,Bangalore,32,F,Unknown,Other Crime,18,No,5
DRUG OFFENSE,Chennai,45,F,Other,Other Crime,15,No,6
VANDALISM,Mumbai,28,M,Knife,Other Crime,9,No,3
FIREARM OFFENSE,Nashik,68,M,Firearm,Fire Accident,18,Yes,8
ASSAULT,Hyderabad,12,M,Firearm,Violent Crime,11,No,8
CYBERCRIME,Mumbai,24,F,Other,Other Crime,3,Yes,5
KIDNAPPING,Mumbai,77,F,Unknown,Other Crime,14,Yes,9
IDENTITY THEFT,Lucknow,39,F,Other,Violent Crime,18,Yes,4
VANDALISM,Varanasi,54,F,Blunt Object,Other Crime,12,Yes,3
BURGLARY,Mumbai,56,F,Poison,Other Crime,3,Yes,6
COUNTERFEITING,Mumbai,51,F,Poison,Other Crime,10,Yes,4
VANDALISM,Bangalore,12,F,Explosives,Other Crime,14,No,3
COUNTERFEITING,Pune,31,M,Unknown,Other Crime,18,No,4
HOMICIDE,Srinagar,29,F,Other,Other Crime,14,Yes,10
PUBLIC INTOXICATION,Kolkata,26,F,Other,Other Crime,11,Yes,1
EXTORTION,Delhi,75,F,Knife,Other Crime,18,Yes,7
HOMICIDE,Kolkata,42,F,Knife,Other Crime,16,Yes,10
SEXUAL ASSAULT,Pune,34,M,Knife,Violent Crime,11,No,9
EXTORTION,Visakhapatnam,38,F,Blunt Object,Other Crime,4,Yes,7
DOMESTIC VIOLENCE,Mumbai,11,M,Explosives,Violent Crime,7,Yes,8
BURGLARY,Kanpur,22,M,Blunt Object,Other Crime,19,Yes,6
ROBBERY,Jaipur,62,F,Explosives,Violent Crime,5,No,8
BURGLARY,Lucknow,31,F,Other,Other Crime,6,Yes,6
CYBERCRIME,Chennai,79,M,Firearm,Other Crime,2,Yes,5
SHOPLIFTING,Pune,69,F,Other,Other Crime,16,No,2
BURGLARY,Bangalore,58,M,Knife,Other Crime,15,Yes,6
DOMESTIC VIOLENCE,Lucknow,15,F,Blunt Object,Violent Crime,8,Yes,8
VANDALISM,Chennai,71,M,Unknown,Other Crime,15,Yes,3
FRAUD,Nagpur,24,F,Unknown,Other Crime,16,No,4
FRAUD,Lucknow,59,M,Explosives,Other Crime,6,Yes,4
DRUG OFFENSE,Kalyan,55,M,Explosives,Other Crime,12,Yes,6
FRAUD,Chennai,15,F,Unknown,Other Crime,9,Yes,4
DRUG OFFENSE,Pune,57,F,Knife,Other Crime,10,Yes,6
COUNTERFEITING,Hyderabad,21,F,Explosives,Other Crime,7,No,4
ROBBERY,Pune,37,F,Other,Violent Crime,5,Yes,8
VANDALISM,Hyderabad,70,F,Other,Other Crime,1,Yes,3
FRAUD,Hyderabad,78,F,Blunt Object,Other Crime,2,Yes,4
VANDALISM,Delhi,46,F,Blunt Object,Other Crime,2,Yes,3
PUBLIC INTOXICATION,Hyderabad,79,M,Other,Other Crime,15,No,1
ASSAULT,Lucknow,39,F,Unknown,Violent Crime,5,No,8
CYBERCRIME,Mumbai,13,M,Explosives,Other Crime,19,Yes,5
DOMESTIC VIOLENCE,Mumbai,25,F,Other,Violent Crime,17,Yes,8
KIDNAPPING,Bangalore,50,F,Firearm,Other Crime,4,No,9
DRUG OFFENSE,Pune,40,F,Blunt Object,Other Crime,16,Yes,6
COUNTERFEITING,Ahmedabad,51,M,Firearm,Other Crime,14,No,4
TRAFFIC VIOLATION,Chennai,32,M,Explosives,Traffic Fatality,17,No,2
ILLEGAL POSSESSION,Mumbai,25,F,Poison,Other Crime,6,No,5
EXTORTION,Mumbai,18,M,Knife,Other Crime,3,Yes,7
SHOPLIFTING,Delhi,18,M,Knife,Other Crime,17,Yes,2
BURGLARY,Surat,71,M,Blunt Object,Other Crime,17,Yes,6
ILLEGAL POSSESSION,Mumbai,57,M,Knife,Other Crime,15,No,5
KIDNAPPING,Ahmedabad,76,F,Unknown,Other Crime,16,No,9
FIREARM OFFENSE,Hyderabad,35,F,Poison,Fire Accident,12,Yes,8
BURGLARY,Bangalore,77,M,Knife,Other Crime,2,No,6
IDENTITY THEFT,Varanasi,46,M,Poison,Violent Crime,15,Yes,4
SEXUAL ASSAULT,Delhi,66,F,Firearm,Violent Crime,6,Yes,9
EXTORTION,Mumbai,54,M,Blunt Object,Other Crime,12,Yes,7
ASSAULT,Thane,12,F,Firearm,Violent Crime,8,Yes,8
ASSAULT,Kanpur,76,F,Firearm,Violent Crime,19,No,8
ILLEGAL POSSESSION,Rajkot,79,F,Explosives,Other Crime,3,Yes,5
KIDNAPPING,Kanpur,51,M,Poison,Other Crime,3,Yes,9
EXTORTION,Patna,25,F,Explosives,Other Crime,9,No,7
FRAUD,Ludhiana,70,M,Firearm,Other Crime,14,Yes,4
ILLEGAL POSSESSION,Delhi,77,M,Unknown,Other Crime,6,No,5
HOMICIDE,Indore,46,F,Poison,Other Crime,1,Yes,10
ROBBERY,Kanpur,51,M,Other,Violent Crime,6,Yes,8
CYBERCRIME,Chennai,28,M,Other,Other Crime,4,No,5
ROBBERY,Faridabad,26,F,Other,Violent Crime,6,Yes,8
TRAFFIC VIOLATION,Bangalore,39,F,Unknown,Traffic Fatality,16,No,2
BURGLARY,Kolkata,35,M,Explosives,Other Crime,14,Yes,6
ASSAULT,Nashik,17,F,Poison,Violent Crime,5,Yes,8
SEXUAL ASSAULT,Bangalore,47,F,Unknown,Violent Crime,15,No,9
VEHICLE - STOLEN,Hyderabad,44,M,Firearm,Violent Crime,6,Yes,5
ARSON,Ludhiana,12,M,Explosives,Fire Accident,19,Yes,9
FIREARM OFFENSE,Nagpur,25,M,Other,Fire Accident,16,No,8
SEXUAL ASSAULT,Varanasi,39,F,Firearm,Violent Crime,9,No,9
EXTORTION,Patna,22,M,Firearm,Other Crime,13,Yes,7
FRAUD,Chennai,64,F,Blunt Object,Other Crime,11,Yes,4
KIDNAPPING,Jaipur,14,M,Knife,Other Crime,3,Yes,9
FRAUD,Ghaziabad,22,F,Unknown,Other Crime,1,Yes,4
FIREARM OFFENSE,Patna,51,M,Knife,Fire Accident,8,Yes,8
COUNTERFEITING,Jaipur,35,F,Firearm,Other Crime,4,Yes,4
SHOPLIFTING,Kolkata,71,F,Explosives,Other Crime,14,No,2
COUNTERFEITING,Lucknow,76,M,Knife,Other Crime,15,Yes,4
VANDALISM,Lucknow,70,F,Blunt Object,Other Crime,5,Yes,3
VEHICLE - STOLEN,Mumbai,45,F,Other,Violent Crime,5,Yes,5
SEXUAL ASSAULT,Chennai,55,F,Unknown,Violent Crime,19,No,9
FRAUD,Ludhiana,34,M,Other,Other Crime,2,Yes,4
BURGLARY,Delhi,40,F,Explosives,Other Crime,3,Yes,6
DOMESTIC VIOLENCE,Delhi,52,F,Unknown,Violent Crime,4,No,8
DOMESTIC VIOLENCE,Pune,55,F,Unknown,Violent Crime,10,Yes,8
BURGLARY,Srinagar,10,M,Explosives,Other Crime,8,Yes,6
ARSON,Bangalore,48,F,Firearm,Fire Accident,18,Yes,9
COUNTERFEITING,Nagpur,77,F,Blunt Object,Other Crime,9,Yes,4
SEXUAL ASSAULT,Bhopal,65,F,Poison,Violent Crime,11,Yes,9
ARSON,Kolkata,36,F,Explosives,Fire Accident,1,No,9
DOMESTIC VIOLENCE,Nagpur,54,F,Unknown,Violent Crime,11,No,8
IDENTITY THEFT,Bangalore,15,F,Firearm,Violent Crime,1,Yes,4
SHOPLIFTING,Faridabad,71,M,Other,Other Crime,7,Yes,2
FRAUD,Hyderabad,45,M,Other,Other Crime,12,Yes,4
ILLEGAL POSSESSION,Mumbai,67,F,Poison,Other Crime,18,Yes,5
HOMICIDE,Hyderabad,55,M,Unknown,Other Crime,9,Yes,10
EXTORTION,Jaipur,20,F,Firearm,Other Crime,8,No,7
DOMESTIC VIOLENCE,Lucknow,46,F,Knife,Violent Crime,4,Yes,8
ILLEGAL POSSESSION,Jaipur,14,F,Explosives,Other Crime,19,No,5
DOMESTIC VIOLENCE,Jaipur,78,F,Poison,Violent Crime,18,Yes,8
DRUG OFFENSE,Mumbai,10,M,Other,Other Crime,11,Yes,6
DOMESTIC VIOLENCE,Nagpur,67,F,Unknown,Violent Crime,15,Yes,8
ASSAULT,Chennai,62,F,Other,Violent Crime,4,No,8
DOMESTIC VIOLENCE,Patna,44,F,Blunt Object,Violent Crime,6,No,8
PUBLIC INTOXICATION,Bangalore,42,F,Explosives,Other Crime,18,No,1
PUBLIC INTOXICATION,Chennai,71,F,Unknown,Other Crime,8,Yes,1
COUNTERFEITING,Mumbai,29,M,Other,Other Crime,10,Yes,4
COUNTERFEITING,Delhi,66,F,Unknown,Other Crime,1,No,4
CYBERCRIME,Bhopal,41,F,Knife,Other Crime,9,No,5
IDENTITY THEFT,Kanpur,13,F,Blunt Object,Violent Crime,11,No,4
KIDNAPPING,Lucknow,77,F,Knife,Other Crime,19,Yes,9
FIREARM OFFENSE,Srinagar,38,F,Explosives,Fire Accident,13,No,8
COUNTERFEITING,Delhi,64,F,Explosives,Other Crime,14,No,4
FIREARM OFFENSE,Delhi,63,F,Knife,Fire Accident,17,Yes,8
IDENTITY THEFT,Kolkata,14,M,Blunt Object,Violent Crime,12,Yes,4
DOMESTIC VIOLENCE,Ludhiana,70,F,Firearm,Violent Crime,11,No,8
ILLEGAL POSSESSION,Chennai,55,F,Blunt Object,Other Crime,19,Yes,5
SHOPLIFTING,Delhi,45,F,Other,Other Crime,5,Yes,2
KIDNAPPING,Hyderabad,64,F,Unknown,Other Crime,1,Yes,9
CYBERCRIME,Bangalore,43,F,Knife,Other Crime,12,No,5
COUNTERFEITING,Mumbai,11,F,Knife,Other Crime,16,Yes,4
IDENTITY THEFT,Faridabad,72,F,Unknown,Violent Crime,13,Yes,4
CYBERCRIME,Surat,16,F,Unknown,Other Crime,5,Yes,5
IDENTITY THEFT,Mumbai,67,F,Unknown,Violent Crime,7,Yes,4
COUNTERFEITING,Jaipur,72,F,Poison,Other Crime,2,No,4
IDENTITY THEFT,Delhi,58,M,Other,Violent Crime,2,Yes,4
DOMESTIC VIOLENCE,Jaipur,44,F,Blunt Object,Violent Crime,9,No,8
DRUG OFFENSE,Mumbai,15,F,Explosives,Other Crime,8,No,6
VEHICLE - STOLEN,Delhi,11,M,Unknown,Violent Crime,13,Yes,5
VANDALISM,Hyderabad,49,M,Firearm,Other Crime,11,No,3
TRAFFIC VIOLATION,Lucknow,42,F,Unknown,Traffic Fatality,18,Yes,2
FRAUD,Agra,33,M,Blunt Object,Other Crime,9,No,4
IDENTITY THEFT,Bangalore,22,F,Blunt Object,Violent Crime,4,Yes,4
IDENTITY THEFT,Chennai,27,M,Other,Violent Crime,8,Yes,4
VANDALISM,Bhopal,78,F,Unknown,Other Crime,5,No,3
VEHICLE - STOLEN,Mumbai,53,F,Other,Violent Crime,9,No,5
IDENTITY THEFT,Delhi,74,M,Knife,Violent Crime,4,No,4
SEXUAL ASSAULT,Faridabad,54,F,Knife,Violent Crime,11,Yes,9
CYBERCRIME,Meerut,73,F,Knife,Other Crime,18,Yes,5
KIDNAPPING,Mumbai,12,F,Other,Other Crime,5,Yes,9
VANDALISM,Mumbai,72,F,Unknown,Other Crime,18,No,3
VANDALISM,Jaipur,60,F,Poison,Other Crime,5,Yes,3
TRAFFIC VIOLATION,Hyderabad,54,F,Blunt Object,Traffic Fatality,11,No,2
KIDNAPPING,Delhi,19,F,Blunt Object,Other Crime,13,No,9
TRAFFIC VIOLATION,Agra,60,M,Knife,Traffic Fatality,18,Yes,2
VANDALISM,Faridabad,58,F,Knife,Other Crime,19,Yes,3
ARSON,Srinagar,22,M,Explosives,Fire Accident,8,No,9
DRUG OFFENSE,Kolkata,14,F,Other,Other Crime,13,No,6
IDENTITY THEFT,Mumbai,60,F,Explosives,Violent Crime,18,No,4
ILLEGAL POSSESSION,Bangalore,38,F,Firearm,Other Crime,11,No,5
EXTORTION,Jaipur,67,F,Firearm,Other Crime,3,Yes,7
DRUG OFFENSE,Patna,46,F,Firearm,Other Crime,18,Yes,6
VANDALISM,Hyderabad,22,F,Poison,Other Crime,6,No,3
HOMICIDE,Lucknow,70,F,Blunt Object,Other Crime,11,Yes,10
VANDALISM,Delhi,75,F,Firearm,Other Crime,19,Yes,3
IDENTITY THEFT,Delhi,17,F,Other,Violent Crime,8,No,4
BURGLARY,Bangalore,22,F,Other,Other Crime,8,Yes,6
CYBERCRIME,Lucknow,11,F,Unknown,Other Crime,10,No,5
BURGLARY,Ahmedabad,47,F,Poison,Other Crime,5,No,6
CYBERCRIME,Chennai,25,M,Explosives,Other Crime,3,Yes,5
KIDNAPPING,Kolkata,58,F,Poison,Other Crime,6,Yes,9
CYBERCRIME,Mumbai,51,M,Blunt Object,Other Crime,18,No,5
ILLEGAL POSSESSION,Ahmedabad,78,F,Firearm,Other Crime,3,No,5
DRUG OFFENSE,Nagpur,38,M,Other,Other Crime,14,Yes,6
HOMICIDE,Kolkata,54,F,Blunt Object,Other Crime,17,Yes,10
FIREARM OFFENSE,Thane,32,M,Other,Fire Accident,10,Yes,8
IDENTITY THEFT,Bangalore,31,M,Explosives,Violent Crime,8,No,4
DOMESTIC VIOLENCE,Meerut,35,F,Firearm,Violent Crime,6,Yes,8
ROBBERY,Mumbai,13,F,Other,Violent Crime,5,Yes,8
ARSON,Chennai,64,M,Poison,Fire Accident,8,Yes,9
HOMICIDE,Mumbai,63,F,Knife,Other Crime,19,No,10
VEHICLE - STOLEN,Agra,78,M,Explosives,Violent Crime,5,Yes,5
TRAFFIC VIOLATION,Pune,19,M,Poison,Traffic Fatality,5,No,2
FIREARM OFFENSE,Pune,33,M,Firearm,Fire Accident,8,Yes,8
CYBERCRIME,Mumbai,18,F,Knife,Other Crime,9,No,5
DOMESTIC VIOLENCE,Kolkata,39,F,Knife,Violent Crime,2,Yes,8
KIDNAPPING,Delhi,65,M,Poison,Other Crime,17,No,9
VANDALISM,Patna,49,F,Firearm,Other Crime,15,No,3
PUBLIC INTOXICATION,Thane,31,F,Unknown,Other Crime,10,Yes,1
ARSON,Delhi,75,F,Blunt Object,Fire Accident,17,No,9
FRAUD,Surat,14,F,Firearm,Other Crime,2,No,4
EXTORTION,Indore,56,F,Explosives,Other Crime,6,No,7
ARSON,Nagpur,17,F,Other,Fire Accident,15,Yes,9
FIREARM OFFENSE,Kolkata,28,F,Knife,Fire Accident,8,No,8
ROBBERY,Delhi,19,M,Poison,Violent Crime,18,No,8
DRUG OFFENSE,Agra,37,M,Unknown,Other Crime,13,No,6
DOMESTIC VIOLENCE,Hyderabad,17,M,Poison,Violent Crime,5,Yes,8
TRAFFIC VIOLATION,Delhi,52,F,Other,Traffic Fatality,11,No,2
BURGLARY,Kolkata,75,F,Firearm,Other Crime,14,No,6
DOMESTIC VIOLENCE,Ahmedabad,60,M,Blunt Object,Violent Crime,3,No,8
CYBERCRIME,Visakhapatnam,29,F,Knife,Other Crime,4,No,5
HOMICIDE,Pune,10,F,Poison,Other Crime,3,No,10
IDENTITY THEFT,Bangalore,58,F,Blunt Object,Violent Crime,17,No,4
ARSON,Delhi,60,M,Blunt Object,Fire Accident,8,No,9
IDENTITY THEFT,Delhi,79,F,Firearm,Violent Crime,15,No,4
BURGLARY,Hyderabad,50,F,Knife,Other Crime,15,Yes,6
HOMICIDE,Ludhiana,64,M,Unknown,Other Crime,18,No,10
FIREARM OFFENSE,Mumbai,22,M,Poison,Fire Accident,15,Yes,8
COUNTERFEITING,Mumbai,43,F,Explosives,Other Crime,4,No,4
TRAFFIC VIOLATION,Mumbai,39,F,Other,Traffic Fatality,16,Yes,2
FIREARM OFFENSE,Ahmedabad,70,F,Knife,Fire Accident,1,No,8
DRUG OFFENSE,Delhi,49,M,Unknown,Other Crime,18,Yes,6
VEHICLE - STOLEN,Mumbai,47,F,Blunt Object,Violent Crime,2,No,5
CYBERCRIME,Kolkata,69,F,Explosives,Other Crime,3,Yes,5
CYBERCRIME,Delhi,32,F,Blunt Object,Other Crime,7,No,5
KIDNAPPING,Patna,45,F,Poison,Other Crime,19,No,9
TRAFFIC VIOLATION,Nagpur,34,F,Explosives,Traffic Fatality,9,Yes,2
FIREARM OFFENSE,Kolkata,39,F,Knife,Fire Accident,18,No,8
CYBERCRIME,Hyderabad,25,F,Explosives,Other Crime,11,Yes,5
CYBERCRIME,Pune,77,M,Explosives,Other Crime,13,No,5
ASSAULT,Mumbai,37,F,Firearm,Violent Crime,15,No,8
CYBERCRIME,Nagpur,15,M,Knife,Other Crime,9,No,5
FIREARM OFFENSE,Pune,77,M,Knife,Fire Accident,7,No,8
COUNTERFEITING,Kanpur,47,M,Unknown,Other Crime,4,Yes,4
FRAUD,Agra,71,F,Knife,Other Crime,8,Yes,4
TRAFFIC VIOLATION,Lucknow,13,F,Poison,Traffic Fatality,1,Yes,2
DRUG OFFENSE,Mumbai,72,F,Poison,Other Crime,10,Yes,6
PUBLIC INTOXICATION,Mumbai,62,M,Poison,Other Crime,9,No,1
ARSON,Mumbai,22,F,Firearm,Fire Accident,14,Yes,9
ASSAULT,Meerut,57,F,Knife,Violent Crime,18,No,8
SEXUAL ASSAULT,Nashik,12,F,Knife,Violent Crime,18,No,9
IDENTITY THEFT,Bangalore,74,M,Explosives,Violent Crime,17,No,4
ROBBERY,Lucknow,16,F,Unknown,Violent Crime,8,Yes,8
ARSON,Visakhapatnam,55,M,Poison,Fire Accident,2,Yes,9
DRUG OFFENSE,Kalyan,56,F,Blunt Object,Other Crime,19,Yes,6
HOMICIDE,Hyderabad,27,F,Unknown,Other Crime,5,Yes,10
DRUG OFFENSE,Delhi,70,F,Explosives,Other Crime,16,Yes,6
DOMESTIC VIOLENCE,Mumbai,11,F,Blunt Object,Violent Crime,13,No,8
ILLEGAL POSSESSION,Ludhiana,27,M,Other,Other Crime,9,No,5
SHOPLIFTING,Jaipur,21,F,Blunt Object,Other Crime,17,Yes,2
IDENTITY THEFT,Hyderabad,14,F,Poison,Violent Crime,3,Yes,4
PUBLIC INTOXICATION,Kalyan,26,F,Explosives,Other Crime,17,Yes,1
HOMICIDE,Srinagar,79,F,Explosives,Other Crime,10,Yes,10
ILLEGAL POSSESSION,Bangalore,64,M,Firearm,Other Crime,7,No,5
EXTORTION,Delhi,72,F,Poison,Other Crime,5,Yes,7
PUBLIC INTOXICATION,Delhi,25,M,Blunt Object,Other Crime,4,Yes,1
BURGLARY,Ahmedabad,39,F,Knife,Other Crime,15,Yes,6
ILLEGAL POSSESSION,Jaipur,37,F,Poison,Other Crime,18,No,5
ILLEGAL POSSESSION,Ludhiana,20,F,Unknown,Other Crime,8,Yes,5
ARSON,Indore,21,M,Other,Fire Accident,9,No,9
VEHICLE - STOLEN,Pune,73,M,Explosives,Violent Crime,3,No,5
ARSON,Nagpur,67,F,Blunt Object,Fire Accident,9,Yes,9
SHOPLIFTING,Delhi,19,F,Poison,Other Crime,5,Yes,2
VANDALISM,Mumbai,63,M,Firearm,Other Crime,17,No,3
DOMESTIC VIOLENCE,Bhopal,31,F,Knife,Violent Crime,13,No,8
VEHICLE - STOLEN,Pune,36,F,Poison,Violent Crime,15,No,5
EXTORTION,Kolkata,25,F,Poison,Other Crime,19,No,7
KIDNAPPING,Mumbai,38,M,Other,Other Crime,19,No,9
EXTORTION,Mumbai,26,F,Knife,Other Crime,12,No,7
VANDALISM,Bangalore,19,F,Other,Other Crime,14,Yes,3
VANDALISM,Pune,56,M,Blunt Object,Other Crime,12,Yes,3
BURGLARY,Kolkata,42,F,Poison,Other Crime,4,Yes,6
FIREARM OFFENSE,Chennai,65,F,Knife,Fire Accident,9,Yes,8
VEHICLE - STOLEN,Delhi,24,M,Explosives,Violent Crime,12,No,5
ROBBERY,Delhi,12,F,Unknown,Violent Crime,3,No,8
IDENTITY THEFT,Pune,35,F,Poison,Violent Crime,12,Yes,4
BURGLARY,Chennai,46,M,Explosives,Other Crime,3,Yes,6
TRAFFIC VIOLATION,Delhi,34,M,Blunt Object,Traffic Fatality,7,Yes,2
ASSAULT,Ludhiana,42,F,Explosives,Violent Crime,10,No,8
EXTORTION,Bangalore,16,F,Poison,Other Crime,19,Yes,7
PUBLIC INTOXICATION,Mumbai,21,F,Firearm,Other Crime,8,No,1
BURGLARY,Hyderabad,59,M,Other,Other Crime,19,Yes,6
ROBBERY,Mumbai,73,F,Explosives,Violent Crime,17,Yes,8
ASSAULT,Hyderabad,74,M,Unknown,Violent Crime,10,Yes,8
HOMICIDE,Delhi,48,M,Blunt Object,Other Crime,14,No,10
ROBBERY,Delhi,10,M,Explosives,Violent Crime,1,Yes,8
KIDNAPPING,Hyderabad,21,M,Other,Other Crime,8,No,9
PUBLIC INTOXICATION,Pune,41,F,Knife,Other Crime,9,No,1
VANDALISM,Mumbai,63,F,Other,Other Crime,19,Yes,3
ARSON,Agra,20,F,Knife,Fire Accident,4,Yes,9
CYBERCRIME,Nagpur,35,M,Blunt Object,Other Crime,13,Yes,5
ASSAULT,Hyderabad,70,F,Blunt Object,Violent Crime,19,No,8
ROBBERY,Lucknow,30,M,Poison,Violent Crime,11,No,8
VEHICLE - STOLEN,Hyderabad,69,M,Blunt Object,Violent Crime,17,Yes,5
ARSON,Delhi,64,F,Other,Fire Accident,11,No,9
ARSON,Lucknow,65,F,Poison,Fire Accident,19,No,9
ILLEGAL POSSESSION,Bangalore,48,F,Blunt Object,Other Crime,5,Yes,5
VANDALISM,Mumbai,20,F,Poison,Other Crime,19,Yes,3
TRAFFIC VIOLATION,Kolkata,17,F,Poison,Traffic Fatality,12,Yes,2
CYBERCRIME,Indore,26,M,Poison,Other Crime,8,No,5
VANDALISM,Ahmedabad,75,M,Firearm,Other Crime,17,No,3
ILLEGAL POSSESSION,Indore,50,F,Firearm,Other Crime,1,No,5
IDENTITY THEFT,Delhi,30,M,Knife,Violent Crime,3,Yes,4
SEXUAL ASSAULT,Hyderabad,26,F,Explosives,Violent Crime,16,No,9
ARSON,Visakhapatnam,70,F,Explosives,Fire Accident,5,Yes,9
DOMESTIC VIOLENCE,Kanpur,21,M,Explosives,Violent Crime,11,No,8
SEXUAL ASSAULT,Kalyan,28,F,Knife,Violent Crime,10,No,9
IDENTITY THEFT,Faridabad,35,F,Unknown,Violent Crime,1,Yes,4
DRUG OFFENSE,Ghaziabad,23,F,Poison,Other Crime,10,Yes,6
DRUG OFFENSE,Mumbai,29,F,Poison,Other Crime,10,No,6
ROBBERY,Chennai,76,F,Unknown,Violent Crime,8,Yes,8
ROBBERY,Thane,30,F,Other,Violent Crime,7,Yes,8
CYBERCRIME,Bangalore,28,M,Poison,Other Crime,9,No,5
PUBLIC INTOXICATION,Delhi,30,F,Other,Other Crime,1,Yes,1
VANDALISM,Surat,33,F,Firearm,Other Crime,13,No,3
COUNTERFEITING,Hyderabad,74,F,Knife,Other Crime,14,Yes,4
FIREARM OFFENSE,Delhi,63,F,Knife,Fire Accident,17,No,8
VANDALISM,Kolkata,26,F,Explosives,Other Crime,18,No,3
ROBBERY,Hyderabad,41,F,Other,Violent Crime,18,No,8
DOMESTIC VIOLENCE,Surat,46,M,Explosives,Violent Crime,9,No,8
BURGLARY,Bangalore,29,M,Explosives,Other Crime,14,Yes,6
SHOPLIFTING,Hyderabad,50,F,Knife,Other Crime,6,Yes,2
ROBBERY,Delhi,52,M,Knife,Violent Crime,1,Yes,8
COUNTERFEITING,Chennai,67,F,Other,Other Crime,1,Yes,4
HOMICIDE,Hyderabad,49,F,Explosives,Other Crime,17,Yes,10
IDENTITY THEFT,Kanpur,41,F,Explosives,Violent Crime,16,No,4
PUBLIC INTOXICATION,Kolkata,58,M,Explosives,Other Crime,4,Yes,1
IDENTITY THEFT,Jaipur,11,F,Blunt Object,Violent Crime,13,Yes,4
ASSAULT,Patna,58,F,Poison,Violent Crime,8,No,8
IDENTITY THEFT,Srinagar,55,M,Poison,Violent Crime,12,Yes,4
VEHICLE - STOLEN,Mumbai,70,F,Poison,Violent Crime,12,No,5
ASSAULT,Ghaziabad,36,F,Firearm,Violent Crime,14,No,8
SHOPLIFTING,Patna,18,F,Explosives,Other Crime,19,Yes,2
CYBERCRIME,Surat,52,F,Explosives,Other Crime,14,No,5
DRUG OFFENSE,Hyderabad,57,M,Explosives,Other Crime,1,Yes,6
TRAFFIC VIOLATION,Delhi,11,F,Explosives,Traffic Fatality,6,Yes,2
EXTORTION,Pune,65,M,Explosives,Other Crime,8,Yes,7
DOMESTIC VIOLENCE,Vasai,25,M,Knife,Violent Crime,3,No,8
CYBERCRIME,Delhi,36,F,Knife,Other Crime,18,No,5
VEHICLE - STOLEN,Jaipur,43,F,Knife,Violent Crime,18,Yes,5
ROBBERY,Chennai,11,F,Blunt Object,Violent Crime,15,Yes,8
ILLEGAL POSSESSION,Hyderabad,62,F,Blunt Object,Other Crime,13,No,5
COUNTERFEITING,Delhi,18,F,Blunt Object,Other Crime,7,No,4
PUBLIC INTOXICATION,Surat,49,M,Knife,Other Crime,12,Yes,1
ASSAULT,Bangalore,27,M,Explosives,Violent Crime,11,No,8
EXTORTION,Bangalore,26,F,Unknown,Other Crime,3,No,7
FIREARM OFFENSE,Kanpur,45,M,Poison,Fire Accident,10,No,8
PUBLIC INTOXICATION,Ludhiana,53,F,Blunt Object,Other Crime,6,No,1
VEHICLE - STOLEN,Delhi,75,F,Other,Violent Crime,18,No,5
EXTORTION,Delhi,63,M,Poison,Other Crime,1,Yes,7
CYBERCRIME,Bangalore,49,M,Knife,Other Crime,17,No,5
COUNTERFEITING,Kolkata,42,F,Knife,Other Crime,4,Yes,4
HOMICIDE,Mumbai,68,F,Unknown,Other Crime,6,Yes,10
FRAUD,Delhi,18,F,Other,Other Crime,8,No,4
CYBERCRIME,Agra,53,M,Other,Other Crime,2,Yes,5
SEXUAL ASSAULT,Ahmedabad,25,F,Firearm,Violent Crime,16,No,9
SEXUAL ASSAULT,Kolkata,47,F,Firearm,Violent Crime,6,Yes,9
FIREARM OFFENSE,Delhi,40,M,Poison,Fire Accident,14,Yes,8
DOMESTIC VIOLENCE,Hyderabad,59,M,Explosives,Violent Crime,11,No,8
ILLEGAL POSSESSION,Lucknow,21,F,Knife,Other Crime,15,No,5
FRAUD,Mumbai,26,F,Poison,Other Crime,16,No,4
HOMICIDE,Mumbai,69,F,Other,Other Crime,3,No,10
CYBERCRIME,Kalyan,76,F,Firearm,Other Crime,18,Yes,5
BURGLARY,Bangalore,16,F,Unknown,Other Crime,18,No,6
FRAUD,Pune,65,M,Other,Other Crime,3,No,4
SHOPLIFTING,Mumbai,51,F,Other,Other Crime,10,Yes,2
HOMICIDE,Mumbai,51,F,Other,Other Crime,12,No,10
FRAUD,Kanpur,17,F,Firearm,Other Crime,10,Yes,4
VANDALISM,Hyderabad,14,M,Blunt Object,Other Crime,2,No,3
ROBBERY,Kanpur,76,F,Blunt Object,Violent Crime,5,Yes,8
ILLEGAL POSSESSION,Ghaziabad,67,M,Firearm,Other Crime,19,No,5
ROBBERY,Pune,52,F,Knife,Violent Crime,10,Yes,8
ILLEGAL POSSESSION,Lucknow,39,M,Blunt Object,Other Crime,1,Yes,5
IDENTITY THEFT,Bangalore,13,F,Poison,Violent Crime,15,Yes,4
ARSON,Jaipur,35,F,Blunt Object,Fire Accident,5,Yes,9
